Date,Close
2/12/2014 16:00:00,56.27
2/13/2014 16:00:00,55.91
2/14/2014 16:00:00,57.26
2/18/2014 16:00:00,58.02
2/19/2014 16:00:00,57.44
2/20/2014 16:00:00,57.1
2/21/2014 16:00:00,57.49
2/24/2014 16:00:00,58.03
2/25/2014 16:00:00,58.02
2/26/2014 16:00:00,59.88
2/27/2014 16:00:00,59.77
2/28/2014 16:00:00,59.9
3/3/2014 16:00:00,59.84
3/4/2014 16:00:00,59.82
3/5/2014 16:00:00,59.71
3/6/2014 16:00:00,59.41
3/7/2014 16:00:00,59.39
3/10/2014 16:00:00,59.4
3/11/2014 16:00:00,59.4
3/12/2014 16:00:00,59.29
3/13/2014 16:00:00,57.66
3/14/2014 16:00:00,57.19
3/17/2014 16:00:00,57.72
3/18/2014 16:00:00,57.91
3/19/2014 16:00:00,57.85
3/20/2014 16:00:00,57.58
3/21/2014 16:00:00,58.03
3/24/2014 16:00:00,56.29
3/25/2014 16:00:00,55.2
3/26/2014 16:00:00,55.59
3/27/2014 16:00:00,55.67
3/28/2014 16:00:00,55.4
3/31/2014 16:00:00,55.48
4/1/2014 16:00:00,56.42
4/2/2014 16:00:00,57.22
4/3/2014 16:00:00,57.31
4/4/2014 16:00:00,56.68
4/7/2014 16:00:00,55.38
4/8/2014 16:00:00,55.45
4/9/2014 16:00:00,56.36
4/10/2014 16:00:00,55.45
4/11/2014 16:00:00,54.74
4/14/2014 16:00:00,55.2
4/15/2014 16:00:00,54.97
4/16/2014 16:00:00,54.88
4/17/2014 16:00:00,55.43
4/21/2014 16:00:00,55.09
4/22/2014 16:00:00,55.09
4/23/2014 16:00:00,55.33
4/24/2014 16:00:00,55.31
4/25/2014 16:00:00,56.33
4/28/2014 16:00:00,56.26
4/29/2014 16:00:00,56.02
4/30/2014 16:00:00,56.44
5/1/2014 16:00:00,56.65
5/2/2014 16:00:00,57
5/5/2014 16:00:00,56.89
5/6/2014 16:00:00,56.92
5/7/2014 16:00:00,56.76
5/8/2014 16:00:00,56.72
5/9/2014 16:00:00,56.74
5/12/2014 16:00:00,57.01
5/13/2014 16:00:00,56.4
5/14/2014 16:00:00,56.24
5/15/2014 16:00:00,55.26
5/16/2014 16:00:00,55.63
5/19/2014 16:00:00,56
5/20/2014 16:00:00,54.72
5/21/2014 16:00:00,54.7
5/22/2014 16:00:00,55.42
5/23/2014 16:00:00,55.74
5/27/2014 16:00:00,56.3
5/28/2014 16:00:00,54.6
5/29/2014 16:00:00,53.5
5/30/2014 16:00:00,53.78
6/2/2014 16:00:00,54.3
6/3/2014 16:00:00,56.41
6/4/2014 16:00:00,56.62
